"Farm","cowid","Event","Days_In_Milk","Event_Date","Recode_Protos"
13733,90170,"LAME",299,2023-08-24,"Trim Only"
13733,90208,"LAME",279,2023-08-25,"Trim Only"
13733,90237,"LAME",433,2023-10-19,"Trim Only"
13733,90237,"LAME",437,2023-10-23,"Trim Only"
13733,90239,"LAME",420,2023-09-06,"Trim Only"
13733,90248,"LAME",442,2023-10-04,"Trim Only"
13733,90273,"LAME",339,2023-09-06,"Trim Only"
13733,90273,"LAME",367,2023-10-04,"Other"
13733,90275,"LAME",365,2023-09-05,"Trim Only"
13733,90275,"LAME",416,2023-10-26,"Trim Only"
13733,90280,"LAME",294,2023-09-19,"Trim Only"
13733,90294,"LAME",320,2023-09-13,"SoleUlcer"
13733,90294,"LAME",328,2023-09-21,"Trim Only"
13733,90324,"LAME",377,2023-09-13,"Trim Only"
13733,90339,"LAME",41,2023-10-17,"WhiteLineDisease"
13733,90367,"LAME",305,2023-08-18,"Trim Only"
13733,90367,"LAME",374,2023-10-26,"Trim Only"
13733,90371,"LAME",255,2023-08-08,"Trim Only"
13733,90371,"LAME",326,2023-10-18,"Trim Only"
13733,90405,"LAME",300,2023-10-14,"Trim Only"
13733,90442,"LAME",346,2023-08-30,"Trim Only"
13733,90449,"LAME",300,2023-09-14,"Trim Only"
13733,90527,"LAME",32,2023-09-11,"WhiteLineDisease"
13733,90541,"LAME",381,2023-08-05,"Trim Only"
13733,90560,"LAME",70,2023-08-29,"Trim Only"
13733,90562,"LAME",326,2023-09-28,"Trim Only"
13733,90563,"LAME",7,2023-08-18,"WhiteLineDisease"
13733,90564,"LAME",256,2023-09-13,"DigitalDermatitis"
13733,90582,"LAME",293,2023-08-18,"WhiteLineDisease"
13733,90596,"LAME",197,2023-10-24,"WhiteLineDisease"
13733,90597,"LAME",93,2023-10-04,"Trim Only"
13733,90600,"LAME",353,2023-09-14,"Trim Only"
13733,90616,"LAME",294,2023-08-16,"Trim Only"
13733,90624,"LAME",173,2023-09-21,"Trim Only"
13733,90630,"LAME",77,2023-09-21,"Trim Only"
13733,90631,"LAME",4,2023-09-22,"WhiteLineDisease"
13733,90631,"LAME",45,2023-11-02,"WhiteLineDisease"
13733,90647,"LAME",300,2023-09-25,"Trim Only"
13733,90651,"LAME",341,2023-08-31,"Trim Only"
13733,90653,"LAME",323,2023-08-10,"Trim Only"
13733,90658,"LAME",171,2023-08-14,"WhiteLineDisease"
13733,90670,"LAME",294,2023-08-16,"Trim Only"
13733,90705,"LAME",350,2023-10-04,"Trim Only"
13733,90726,"LAME",188,2023-11-03,"Trim Only"
13733,90729,"LAME",377,2023-08-07,"WhiteLineDisease"
13733,90729,"LAME",458,2023-10-27,"Trim Only"
13733,90774,"LAME",255,2023-09-07,"WhiteLineDisease"
13733,90774,"LAME",255,2023-09-07,"Trim Only"
13733,90774,"LAME",294,2023-10-16,"WhiteLineDisease"
13733,90811,"LAME",299,2023-09-20,"Trim Only"
13733,90820,"LAME",189,2023-08-25,"Trim Only"
13733,90835,"LAME",292,2023-08-28,"Trim Only"
13733,90861,"LAME",356,2023-11-06,"Trim Only"
13733,90872,"LAME",378,2023-10-18,"Trim Only"
13733,90887,"LAME",343,2023-09-21,"Trim Only"
13733,90911,"LAME",307,2023-10-25,"Trim Only"
13733,90932,"LAME",300,2023-10-05,"Trim Only"
13733,90933,"LAME",245,2023-09-07,"Trim Only"
13733,90938,"LAME",189,2023-10-27,"Trim Only"
13733,90968,"LAME",328,2023-09-21,"Trim Only"
13733,90970,"LAME",164,2023-08-08,"Trim Only"
13733,90987,"LAME",250,2023-08-23,"WhiteLineDisease"
13733,90987,"LAME",277,2023-09-19,"WhiteLineDisease"
13733,91010,"LAME",316,2023-11-02,"Trim Only"
13733,91042,"LAME",295,2023-09-14,"Trim Only"
13733,91084,"LAME",343,2023-10-26,"Trim Only"
13733,91096,"LAME",245,2023-08-29,"Trim Only"
13733,91096,"LAME",296,2023-10-19,"Trim Only"
13733,91101,"LAME",323,2023-10-12,"Trim Only"
13733,91125,"LAME",240,2023-10-30,"WhiteLineDisease"
13733,91138,"LAME",493,2023-08-29,"Trim Only"
13733,91160,"LAME",298,2023-09-05,"Trim Only"
13733,91169,"LAME",143,2023-08-29,"Trim Only"
13733,91219,"LAME",323,2023-08-24,"Trim Only"
13733,91226,"LAME",163,2023-08-08,"Trim Only"
13733,91231,"LAME",298,2023-09-14,"Trim Only"
13733,91232,"LAME",297,2023-08-23,"Trim Only"
13733,91235,"LAME",296,2023-10-10,"Trim Only"
13733,91276,"LAME",263,2023-08-18,"Trim Only"
13733,91280,"LAME",270,2023-08-14,"Trim Only"
13733,91290,"LAME",328,2023-09-21,"Trim Only"
13733,91292,"LAME",342,2023-09-21,"Trim Only"
13733,91305,"LAME",294,2023-10-24,"Trim Only"
13733,91306,"LAME",298,2023-09-21,"Trim Only"
13733,91330,"LAME",317,2023-09-27,"WhiteLineDisease"
13733,91330,"LAME",317,2023-09-27,"Trim Only"
13733,91333,"LAME",262,2023-08-07,"WhiteLineDisease"
13733,91333,"LAME",278,2023-08-23,"WhiteLineDisease"
13733,91333,"LAME",306,2023-09-20,"WhiteLineDisease"
13733,91344,"LAME",300,2023-09-25,"Trim Only"
13733,91352,"LAME",285,2023-09-25,"Trim Only"
13733,91360,"LAME",121,2023-08-14,"WhiteLineDisease"
13733,91360,"LAME",171,2023-10-03,"WhiteLineDisease"
13733,91360,"LAME",171,2023-10-03,"WhiteLineDisease"
13733,91371,"LAME",287,2023-09-29,"Trim Only"
13733,91371,"LAME",300,2023-10-12,"Trim Only"
13733,91375,"LAME",296,2023-08-10,"Trim Only"
13733,91386,"LAME",236,2023-08-24,"Other"
13733,91392,"LAME",225,2023-08-25,"Trim Only"
13733,91394,"LAME",329,2023-08-31,"Trim Only"
13733,91416,"LAME",294,2023-09-16,"Trim Only"
13733,91459,"LAME",289,2023-09-04,"Other"
13733,91463,"LAME",343,2023-09-08,"Trim Only"
13733,91477,"LAME",319,2023-08-25,"WhiteLineDisease"
13733,91477,"LAME",339,2023-09-14,"WhiteLineDisease"
13733,91477,"LAME",360,2023-10-05,"Trim Only"
13733,91477,"LAME",361,2023-10-06,"Trim Only"
13733,91485,"LAME",297,2023-09-07,"Trim Only"
13733,91488,"LAME",359,2023-09-27,"DigitalDermatitis"
13733,91488,"LAME",387,2023-10-25,"Trim Only"
13733,91489,"LAME",262,2023-08-14,"Trim Only"
13733,91503,"LAME",206,2023-08-28,"Trim Only"
13733,91524,"LAME",320,2023-09-21,"Trim Only"
13733,91524,"LAME",347,2023-10-18,"Trim Only"
13733,91530,"LAME",332,2023-10-26,"Trim Only"
13733,91546,"LAME",50,2023-08-18,"WhiteLineDisease"
13733,91564,"LAME",233,2023-10-23,"WhiteLineDisease"
13733,91571,"LAME",300,2023-09-14,"Trim Only"
13733,91584,"LAME",299,2023-09-28,"Trim Only"
13733,91619,"LAME",201,2023-09-08,"WhiteLineDisease"
13733,91619,"LAME",204,2023-09-11,"WhiteLineDisease"
13733,91624,"LAME",267,2023-10-02,"SoleUlcer"
13733,91625,"LAME",292,2023-08-28,"Trim Only"
13733,91628,"LAME",294,2023-09-05,"Trim Only"
13733,91628,"LAME",302,2023-09-13,"WhiteLineDisease"
13733,91643,"LAME",297,2023-08-11,"WhiteLineDisease"
13733,91649,"LAME",278,2023-10-12,"DigitalDermatitis"
13733,91659,"LAME",206,2023-09-18,"WhiteLineDisease"
13733,91659,"LAME",234,2023-10-16,"Trim Only"
13733,91661,"LAME",296,2023-11-06,"Trim Only"
13733,91673,"LAME",239,2023-08-29,"Trim Only"
13733,91673,"LAME",294,2023-10-23,"WhiteLineDisease"
13733,91687,"LAME",232,2023-09-04,"WhiteLineDisease"
13733,91697,"LAME",294,2023-09-27,"Trim Only"
13733,91705,"LAME",298,2023-10-19,"Trim Only"
13733,91719,"LAME",296,2023-10-18,"Trim Only"
13733,91736,"LAME",30,2023-08-15,"Trim Only"
13733,91736,"LAME",78,2023-10-02,"Trim Only"
13733,91736,"LAME",86,2023-10-10,"WhiteLineDisease"
13733,91746,"LAME",112,2023-08-28,"Trim Only"
13733,91746,"LAME",131,2023-09-16,"WhiteLineDisease"
13733,91746,"LAME",143,2023-09-28,"SoleUlcer"
13733,91746,"LAME",171,2023-10-26,"WhiteLineDisease"
13733,91754,"LAME",274,2023-08-25,"Trim Only"
13733,91765,"LAME",195,2023-09-23,"Trim Only"
13733,91769,"LAME",296,2023-10-11,"Trim Only"
13733,91777,"LAME",298,2023-10-25,"Trim Only"
13733,91793,"LAME",297,2023-10-16,"Trim Only"
13733,91806,"LAME",300,2023-08-16,"Trim Only"
13733,91812,"LAME",278,2023-10-04,"Trim Only"
13733,91833,"LAME",224,2023-09-05,"Trim Only"
13733,91835,"LAME",301,2023-10-13,"Trim Only"
13733,91880,"LAME",297,2023-09-14,"Trim Only"
13733,91880,"LAME",331,2023-10-18,"Other"
13733,91972,"LAME",387,2023-08-24,"Trim Only"
13733,91981,"LAME",70,2023-08-15,"FootRot"
13733,91981,"LAME",71,2023-08-16,"Other"
13733,91981,"LAME",80,2023-08-25,"Trim Only"
13733,91981,"LAME",83,2023-08-28,"Trim Only"
13733,91982,"LAME",164,2023-09-01,"Trim Only"
13733,91982,"LAME",172,2023-09-09,"WhiteLineDisease"
13733,91999,"LAME",452,2023-09-26,"WhiteLineDisease"
13733,92006,"LAME",171,2023-08-18,"Trim Only"
13733,92008,"LAME",130,2023-10-02,"Trim Only"
13733,92041,"LAME",134,2023-10-06,"Trim Only"
13733,92047,"LAME",163,2023-09-12,"WhiteLineDisease"
13733,92047,"LAME",187,2023-10-06,"WhiteLineDisease"
13733,92112,"LAME",398,2023-08-21,"Trim Only"
13733,92141,"LAME",124,2023-09-25,"Trim Only"
13733,92154,"LAME",129,2023-10-19,"FootRot"
13733,92154,"LAME",129,2023-10-19,"Other"
13733,92191,"LAME",43,2023-10-21,"WhiteLineDisease"
13733,92246,"LAME",282,2023-11-03,"Trim Only"
13733,92280,"LAME",218,2023-09-22,"WhiteLineDisease"
13733,92334,"LAME",399,2023-10-11,"Trim Only"
13733,92339,"LAME",88,2023-08-21,"Trim Only"
13733,92354,"LAME",399,2023-09-27,"Trim Only"
13733,92363,"LAME",419,2023-09-04,"Trim Only"
13733,92368,"LAME",303,2023-08-05,"Trim Only"
13733,92368,"LAME",2,2023-10-02,"WhiteLineDisease"
13733,92399,"LAME",159,2023-10-20,"WhiteLineDisease"
13733,92411,"LAME",334,2023-09-18,"Trim Only"
13733,92413,"LAME",375,2023-09-05,"DigitalDermatitis"
13733,92415,"LAME",48,2023-09-22,"Trim Only"
13733,92490,"LAME",10,2023-09-15,"FootRot"
13733,92490,"LAME",28,2023-10-03,"WhiteLineDisease"
13733,92503,"LAME",299,2023-09-23,"Trim Only"
13733,92512,"LAME",14,2023-10-12,"Other"
13733,92516,"LAME",414,2023-10-06,"WhiteLineDisease"
13733,92520,"LAME",370,2023-08-19,"Trim Only"
13733,92533,"LAME",302,2023-10-13,"Trim Only"
13733,92535,"LAME",183,2023-11-06,"Trim Only"
13733,92541,"LAME",268,2023-10-26,"Trim Only"
13733,92549,"LAME",337,2023-09-06,"Trim Only"
13733,92563,"LAME",302,2023-09-22,"Trim Only"
13733,92564,"LAME",445,2023-11-06,"Other"
13733,92602,"LAME",298,2023-09-20,"Trim Only"
13733,92609,"LAME",422,2023-09-28,"WhiteLineDisease"
13733,92609,"LAME",438,2023-10-14,"Trim Only"
13733,92610,"LAME",296,2023-08-23,"Trim Only"
13733,92610,"LAME",4,2023-10-21,"WhiteLineDisease"
13733,92616,"LAME",296,2023-08-09,"Trim Only"
13733,92620,"LAME",294,2023-08-10,"Trim Only"
13733,92625,"LAME",130,2023-10-26,"SoleUlcer"
13733,92658,"LAME",296,2023-08-24,"Trim Only"
13733,92658,"LAME",2,2023-10-21,"WhiteLineDisease"
13733,92667,"LAME",511,2023-10-31,"WhiteLineDisease"
13733,92672,"LAME",423,2023-09-01,"Trim Only"
13733,92676,"LAME",33,2023-10-27,"WhiteLineDisease"
13733,92706,"LAME",400,2023-09-12,"Trim Only"
13733,92706,"LAME",453,2023-11-04,"Trim Only"
13733,92709,"LAME",368,2023-08-16,"WhiteLineDisease"
13733,92709,"LAME",378,2023-08-26,"WhiteLineDisease"
13733,92709,"LAME",389,2023-09-06,"WhiteLineDisease"
13733,92711,"LAME",52,2023-10-04,"Trim Only"
13733,92727,"LAME",363,2023-09-15,"Trim Only"
13733,92732,"LAME",384,2023-08-17,"Trim Only"
13733,92764,"LAME",397,2023-10-16,"Trim Only"
13733,92773,"LAME",345,2023-08-18,"Trim Only"
13733,92779,"LAME",447,2023-11-03,"Trim Only"
13733,92797,"LAME",297,2023-08-12,"Trim Only"
13733,92818,"LAME",104,2023-10-06,"Trim Only"
13733,92827,"LAME",279,2023-09-05,"WhiteLineDisease"
13733,92827,"LAME",289,2023-09-15,"WhiteLineDisease"
13733,92827,"LAME",310,2023-10-06,"Trim Only"
13733,92827,"LAME",324,2023-10-20,"Trim Only"
13733,92834,"LAME",395,2023-08-26,"Trim Only"
13733,92843,"LAME",338,2023-08-07,"Trim Only"
13733,92845,"LAME",382,2023-09-29,"Trim Only"
13733,92847,"LAME",243,2023-09-30,"Trim Only"
13733,92853,"LAME",304,2023-10-19,"WhiteLineDisease"
13733,92863,"LAME",294,2023-08-30,"Trim Only"
13733,92866,"LAME",373,2023-10-18,"Trim Only"
13733,92872,"LAME",328,2023-08-15,"Trim Only"
13733,92877,"LAME",302,2023-09-09,"Trim Only"
13733,92881,"LAME",299,2023-09-26,"Trim Only"
13733,92885,"LAME",341,2023-08-09,"Trim Only"
13733,92885,"LAME",355,2023-08-23,"Trim Only"
13733,92887,"LAME",301,2023-08-11,"DigitalDermatitis"
13733,92887,"LAME",22,2023-10-23,"WhiteLineDisease"
13733,92898,"LAME",93,2023-11-03,"Trim Only"
13733,92904,"LAME",297,2023-08-22,"Trim Only"
13733,92905,"LAME",296,2023-09-01,"Trim Only"
13733,92926,"LAME",297,2023-10-09,"Trim Only"
13733,92950,"LAME",299,2023-11-07,"Trim Only"
13733,92965,"LAME",318,2023-09-07,"Trim Only"
13733,92967,"LAME",221,2023-08-19,"WhiteLineDisease"
13733,92967,"LAME",249,2023-09-16,"Trim Only"
13733,92967,"LAME",253,2023-09-20,"WhiteLineDisease"
13733,92967,"LAME",281,2023-10-18,"WhiteLineDisease"
13733,92972,"LAME",362,2023-09-29,"Trim Only"
13733,92973,"LAME",334,2023-08-30,"Trim Only"
13733,92977,"LAME",326,2023-08-12,"Trim Only"
13733,92980,"LAME",321,2023-08-08,"Trim Only"
13733,92980,"LAME",369,2023-09-25,"WhiteLineDisease"
13733,92980,"LAME",369,2023-09-25,"Other"
13733,92980,"LAME",1,2023-10-08,"WhiteLineDisease"
13733,92980,"LAME",17,2023-10-24,"Other"
13733,92980,"LAME",17,2023-10-24,"WhiteLineDisease"
13733,92992,"LAME",313,2023-09-25,"Trim Only"
13733,92997,"LAME",299,2023-08-10,"Trim Only"
13733,93001,"LAME",301,2023-08-11,"Trim Only"
13733,93004,"LAME",367,2023-10-03,"Trim Only"
13733,93011,"LAME",333,2023-09-08,"Trim Only"
13733,93013,"LAME",296,2023-10-02,"Trim Only"
13733,93023,"LAME",201,2023-10-18,"Trim Only"
13733,93029,"LAME",372,2023-09-25,"WhiteLineDisease"
13733,93029,"LAME",400,2023-10-23,"Trim Only"
13733,93036,"LAME",758,2023-09-06,"WhiteLineDisease"
13733,93038,"LAME",341,2023-09-15,"Trim Only"
13733,93053,"LAME",304,2023-08-08,"Trim Only"
13733,93061,"LAME",355,2023-10-27,"Trim Only"
13733,93063,"LAME",297,2023-08-07,"Trim Only"
13733,93064,"LAME",300,2023-09-28,"Trim Only"
13733,93069,"LAME",381,2023-10-13,"Trim Only"
13733,93070,"LAME",262,2023-09-29,"WhiteLineDisease"
13733,93070,"LAME",290,2023-10-27,"WhiteLineDisease"
13733,93078,"LAME",341,2023-08-25,"Trim Only"
13733,93082,"LAME",295,2023-10-09,"Trim Only"
13733,93087,"LAME",321,2023-08-09,"Trim Only"
13733,93090,"LAME",346,2023-08-14,"WhiteLineDisease"
13733,93115,"LAME",347,2023-10-18,"Trim Only"
13733,93124,"LAME",326,2023-08-12,"Trim Only"
13733,93126,"LAME",344,2023-10-14,"Trim Only"
13733,93132,"LAME",297,2023-09-21,"Trim Only"
13733,93147,"LAME",316,2023-09-02,"Trim Only"
13733,93164,"LAME",197,2023-09-27,"DigitalDermatitis"
13733,93164,"LAME",225,2023-10-25,"Trim Only"
13733,93169,"LAME",297,2023-08-31,"Trim Only"
13733,93176,"LAME",296,2023-08-25,"Trim Only"
13733,93184,"LAME",299,2023-10-17,"Trim Only"
13733,93194,"LAME",319,2023-10-18,"WhiteLineDisease"
13733,93198,"LAME",314,2023-09-16,"Trim Only"
13733,93207,"LAME",251,2023-08-08,"WhiteLineDisease"
13733,93210,"LAME",241,2023-09-26,"Trim Only"
13733,93211,"LAME",281,2023-10-05,"Trim Only"
13733,93211,"LAME",304,2023-10-28,"Trim Only"
13733,93212,"LAME",296,2023-09-29,"Trim Only"
13733,93222,"LAME",309,2023-08-24,"Trim Only"
13733,93223,"LAME",295,2023-09-18,"Trim Only"
13733,93224,"LAME",346,2023-09-30,"Trim Only"
13733,93233,"LAME",689,2023-09-23,"Trim Only"
13733,93234,"LAME",301,2023-08-11,"Trim Only"
13733,93257,"LAME",293,2023-08-14,"Trim Only"
13733,93272,"LAME",296,2023-08-28,"Trim Only"
13733,93272,"LAME",1,2023-10-21,"WhiteLineDisease"
13733,93275,"LAME",286,2023-08-21,"Trim Only"
13733,93279,"LAME",281,2023-09-13,"WhiteLineDisease"
13733,93279,"LAME",295,2023-09-27,"WhiteLineDisease"
13733,93281,"LAME",339,2023-10-21,"Trim Only"
13733,93282,"LAME",323,2023-11-02,"Trim Only"
13733,93284,"LAME",298,2023-10-03,"Trim Only"
13733,93288,"LAME",299,2023-08-29,"Trim Only"
13733,93296,"LAME",252,2023-10-09,"Trim Only"
13733,93296,"LAME",260,2023-10-17,"Other"
13733,93297,"LAME",170,2023-08-23,"Trim Only"
13733,93302,"LAME",304,2023-09-11,"Trim Only"
13733,93304,"LAME",301,2023-10-20,"Trim Only"
13733,93308,"LAME",316,2023-09-05,"Trim Only"
13733,93310,"LAME",297,2023-08-07,"Trim Only"
13733,93314,"LAME",338,2023-09-26,"Trim Only"
13733,93319,"LAME",300,2023-09-19,"Trim Only"
13733,93336,"LAME",301,2023-10-19,"Trim Only"
13733,93341,"LAME",220,2023-09-02,"Trim Only"
13733,93343,"LAME",284,2023-09-02,"DigitalDermatitis"
13733,93351,"LAME",293,2023-09-19,"Trim Only"
13733,93351,"LAME",296,2023-09-22,"WhiteLineDisease"
13733,93351,"LAME",324,2023-10-20,"Trim Only"
13733,93353,"LAME",297,2023-09-12,"Trim Only"
13733,93359,"LAME",302,2023-10-21,"Trim Only"
13733,93363,"LAME",293,2023-10-17,"Trim Only"
13733,93398,"LAME",293,2023-10-24,"Trim Only"
13733,93401,"LAME",294,2023-09-25,"Trim Only"
13733,93412,"LAME",184,2023-08-15,"SoleUlcer"
13733,93412,"LAME",212,2023-09-12,"WhiteLineDisease"
13733,93412,"LAME",240,2023-10-10,"Trim Only"
13733,93412,"LAME",241,2023-10-11,"WhiteLineDisease"
13733,93412,"LAME",256,2023-10-26,"WhiteLineDisease"
13733,93413,"LAME",301,2023-09-28,"Trim Only"
13733,93426,"LAME",300,2023-10-11,"Trim Only"
13733,93427,"LAME",297,2023-10-12,"Trim Only"
13733,93434,"LAME",147,2023-08-22,"WhiteLineDisease"
13733,93434,"LAME",196,2023-10-10,"WhiteLineDisease"
13733,93446,"LAME",302,2023-09-23,"Trim Only"
13733,93454,"LAME",165,2023-09-20,"Trim Only"
13733,93463,"LAME",297,2023-10-16,"Trim Only"
13733,93473,"LAME",147,2023-08-11,"DigitalDermatitis"
13733,93481,"LAME",120,2023-08-10,"WhiteLineDisease"
13733,93488,"LAME",298,2023-10-07,"Trim Only"
13733,93494,"LAME",280,2023-10-30,"WhiteLineDisease"
13733,93496,"LAME",100,2023-09-29,"WhiteLineDisease"
13733,93496,"LAME",128,2023-10-27,"Trim Only"
13733,93496,"LAME",129,2023-10-28,"Trim Only"
13733,93499,"LAME",189,2023-10-28,"Trim Only"
13733,93504,"LAME",87,2023-08-28,"Trim Only"
13733,93504,"LAME",150,2023-10-30,"Trim Only"
13733,93512,"LAME",297,2023-09-20,"Trim Only"
13733,93513,"LAME",339,2023-10-31,"Trim Only"
13733,93545,"LAME",301,2023-10-11,"Trim Only"
13733,93547,"LAME",148,2023-09-16,"Trim Only"
13733,93552,"LAME",290,2023-10-23,"Trim Only"
13733,93585,"LAME",119,2023-10-16,"Trim Only"
13733,93590,"LAME",294,2023-09-13,"Trim Only"
13733,93602,"LAME",200,2023-08-23,"Trim Only"
13733,93602,"LAME",234,2023-09-26,"Trim Only"
13733,93609,"LAME",147,2023-08-25,"Trim Only"
13733,93626,"LAME",215,2023-09-28,"Trim Only"
13733,93626,"LAME",249,2023-11-01,"WhiteLineDisease"
13733,93629,"LAME",223,2023-10-19,"Trim Only"
13733,93650,"LAME",298,2023-10-05,"Trim Only"
13733,93677,"LAME",170,2023-09-14,"Trim Only"
13733,93679,"LAME",516,2023-09-27,"Trim Only"
13733,93683,"LAME",285,2023-10-30,"Trim Only"
13733,93684,"LAME",102,2023-11-01,"Trim Only"
13733,93695,"LAME",200,2023-11-06,"Trim Only"
13733,93699,"LAME",85,2023-08-17,"WhiteLineDisease"
13733,93699,"LAME",113,2023-09-14,"WhiteLineDisease"
13733,93699,"LAME",141,2023-10-12,"Trim Only"
13733,93701,"LAME",186,2023-08-25,"Trim Only"
13733,93702,"LAME",4,2023-09-13,"WhiteLineDisease"
13733,93709,"LAME",552,2023-09-22,"WhiteLineDisease"
13733,93715,"LAME",183,2023-09-30,"Trim Only"
13733,93719,"LAME",285,2023-10-23,"WhiteLineDisease"
13733,93719,"LAME",296,2023-11-03,"Trim Only"
13733,93731,"LAME",138,2023-09-15,"Trim Only"
13733,93732,"LAME",216,2023-09-28,"Trim Only"
13733,93742,"LAME",70,2023-09-28,"WhiteLineDisease"
13733,93744,"LAME",443,2023-08-18,"Trim Only"
13733,93746,"LAME",507,2023-09-16,"Trim Only"
13733,93755,"LAME",200,2023-11-07,"Other"
13733,93773,"LAME",233,2023-11-07,"Other"
13733,93775,"LAME",440,2023-08-09,"Trim Only"
13733,93776,"LAME",263,2023-10-18,"Trim Only"
13733,93803,"LAME",197,2023-09-14,"DigitalDermatitis"
13733,93803,"LAME",225,2023-10-12,"DigitalDermatitis"
13733,93825,"LAME",203,2023-10-16,"Trim Only"
13733,93864,"LAME",122,2023-09-29,"Trim Only"
13733,93883,"LAME",98,2023-11-02,"WhiteLineDisease"
13733,93890,"LAME",157,2023-09-20,"Trim Only"
13733,93897,"LAME",167,2023-10-09,"Trim Only"
13733,93901,"LAME",42,2023-10-16,"Trim Only"
13733,93910,"LAME",193,2023-09-16,"DigitalDermatitis"
13733,93934,"LAME",104,2023-08-28,"WhiteLineDisease"
13733,93940,"LAME",224,2023-10-20,"Trim Only"
13733,93941,"LAME",180,2023-09-25,"WhiteLineDisease"
13733,93941,"LAME",208,2023-10-23,"WhiteLineDisease"
13733,93950,"LAME",240,2023-10-16,"Trim Only"
13733,93954,"LAME",167,2023-09-13,"WhiteLineDisease"
13733,93954,"LAME",195,2023-10-11,"Trim Only"
13733,93958,"LAME",91,2023-08-18,"DigitalDermatitis"
13733,93959,"LAME",226,2023-09-23,"Trim Only"
13733,93959,"LAME",260,2023-10-27,"Trim Only"
13733,93965,"LAME",103,2023-09-15,"WhiteLineDisease"
13733,93965,"LAME",135,2023-10-17,"WhiteLineDisease"
13733,93965,"LAME",155,2023-11-06,"WhiteLineDisease"
13733,94017,"LAME",34,2023-08-21,"WhiteLineDisease"
13733,94017,"LAME",52,2023-09-08,"WhiteLineDisease"
13733,94017,"LAME",80,2023-10-06,"WhiteLineDisease"
13733,94018,"LAME",123,2023-09-02,"WhiteLineDisease"
13733,94018,"LAME",151,2023-09-30,"Trim Only"
13733,94037,"LAME",235,2023-10-10,"WhiteLineDisease"
13733,94037,"LAME",263,2023-11-07,"Trim Only"
13733,94056,"LAME",169,2023-10-16,"WhiteLineDisease"
13733,94063,"LAME",118,2023-09-22,"WhiteLineDisease"
13733,94063,"LAME",152,2023-10-26,"WhiteLineDisease"
13733,94071,"LAME",113,2023-10-11,"Trim Only"
13733,94096,"LAME",90,2023-09-08,"Trim Only"
13733,94109,"LAME",138,2023-10-12,"DigitalDermatitis"
13733,94118,"LAME",143,2023-10-05,"WhiteLineDisease"
13733,94118,"LAME",171,2023-11-02,"Trim Only"
13733,94151,"LAME",74,2023-09-28,"Trim Only"
13733,94178,"LAME",150,2023-09-29,"Trim Only"
13733,94185,"LAME",504,2023-09-15,"Trim Only"
13733,94193,"LAME",58,2023-11-04,"Other"
13733,94208,"LAME",166,2023-10-07,"WhiteLineDisease"
13733,94208,"LAME",194,2023-11-04,"WhiteLineDisease"
13733,94213,"LAME",397,2023-09-22,"Trim Only"
13733,94217,"LAME",131,2023-09-06,"Trim Only"
13733,94218,"LAME",77,2023-08-18,"Trim Only"
13733,94240,"LAME",67,2023-10-10,"Other"
13733,94252,"LAME",422,2023-09-14,"Trim Only"
13733,94266,"LAME",58,2023-11-07,"Trim Only"
13733,94272,"LAME",86,2023-10-25,"WhiteLineDisease"
13733,94277,"LAME",78,2023-10-30,"Trim Only"
13733,94282,"LAME",42,2023-10-18,"Trim Only"
13733,94295,"LAME",335,2023-08-23,"WhiteLineDisease"
13733,94295,"LAME",337,2023-08-25,"WhiteLineDisease"
13733,94295,"LAME",352,2023-09-09,"Trim Only"
13733,94304,"LAME",147,2023-09-22,"WhiteLineDisease"
13733,94304,"LAME",175,2023-10-20,"Trim Only"
13733,94305,"LAME",431,2023-09-02,"Trim Only"
13733,94309,"LAME",79,2023-09-18,"Trim Only"
13733,94331,"LAME",440,2023-09-07,"Trim Only"
13733,94345,"LAME",129,2023-10-30,"Trim Only"
13733,94350,"LAME",69,2023-10-10,"Trim Only"
13733,94351,"LAME",351,2023-08-08,"Trim Only"
13733,94363,"LAME",419,2023-08-12,"DigitalDermatitis"
13733,94387,"LAME",322,2023-09-13,"Trim Only"
13733,94392,"LAME",169,2023-10-11,"DigitalDermatitis"
13733,94404,"LAME",397,2023-09-04,"Trim Only"
13733,94420,"LAME",477,2023-10-09,"Trim Only"
13733,94428,"LAME",485,2023-09-21,"Trim Only"
13733,94434,"LAME",62,2023-09-19,"WhiteLineDisease"
13733,94441,"LAME",104,2023-10-09,"Trim Only"
13733,94446,"LAME",463,2023-09-20,"Trim Only"
13733,94447,"LAME",383,2023-09-12,"Trim Only"
13733,94449,"LAME",155,2023-10-04,"WhiteLineDisease"
13733,94449,"LAME",174,2023-10-23,"WhiteLineDisease"
13733,94452,"LAME",350,2023-08-10,"Trim Only"
13733,94455,"LAME",296,2023-08-08,"WhiteLineDisease"
13733,94455,"LAME",316,2023-08-28,"WhiteLineDisease"
13733,94455,"LAME",334,2023-09-15,"WhiteLineDisease"
13733,94455,"LAME",346,2023-09-27,"WhiteLineDisease"
13733,94455,"LAME",361,2023-10-12,"WhiteLineDisease"
13733,94455,"LAME",375,2023-10-26,"Trim Only"
13733,94456,"LAME",380,2023-09-22,"Other"
13733,94457,"LAME",500,2023-11-04,"Trim Only"
13733,94461,"LAME",61,2023-11-06,"Trim Only"
13733,94461,"LAME",62,2023-11-07,"WhiteLineDisease"
13733,94464,"LAME",80,2023-09-18,"Trim Only"
