"Farm","cowid","Leave_Date"
13733,97773,2023-08-11
13733,97775,2023-08-11
13733,97779,2023-08-11
13733,97786,2023-08-11
13733,97787,2023-08-11
13733,97789,2023-08-11
13733,97792,2023-08-11
13733,97794,2023-08-16
13733,97797,2023-08-11
13733,97802,2023-08-11
13733,97808,2023-08-11
13733,97809,2023-08-11
13733,97812,2023-08-11
13733,97826,2023-08-11
13733,97829,2023-08-11
13733,97831,2023-08-11
13733,97832,2023-08-11
13733,97837,2023-08-11
13733,97841,2023-08-11
13733,97843,2023-08-16
13733,97844,2023-08-16
13733,97846,2023-08-11
13733,97850,2023-08-19
13733,97852,2023-08-11
13733,97866,2023-08-11
13733,97868,2023-08-11
13733,97870,2023-10-16
13733,97873,2023-08-11
13733,97880,2023-08-11
13733,97882,2023-08-11
13733,97884,2023-08-11
13733,97895,2023-08-11
13733,97903,2023-08-16
13733,97904,2023-08-11
13733,97912,2023-08-11
13733,97914,2023-08-11
13733,97915,2023-08-11
13733,97919,2023-08-11
13733,97920,2023-08-11
13733,97921,2023-08-11
13733,97923,2023-08-11
13733,97931,2023-08-11
13733,97933,2023-08-11
13733,97943,2023-08-11
13733,97949,2023-08-11
13733,97950,2023-08-11
13733,97952,2023-08-11
13733,97959,2023-08-11
13733,97978,2023-08-11
13733,97984,2023-08-11
13733,97985,2023-08-11
13733,97987,2023-08-16
13733,97991,2023-08-11
13733,97995,2023-08-11
13733,97996,2023-08-11
13733,98000,2023-08-11
13733,98003,2023-08-16
13733,98004,2023-08-11
13733,98006,2023-08-11
13733,98008,2023-08-11
13733,98010,2023-08-11
13733,98013,2023-08-11
13733,98017,2023-08-11
13733,98020,2023-08-11
13733,98021,2023-08-11
13733,98026,2023-08-11
13733,98031,2023-08-11
13733,98034,2023-08-11
13733,98042,2023-08-11
13733,98049,2023-08-11
13733,98051,2023-08-11
13733,98055,2023-08-11
13733,98065,2023-08-11
13733,98068,2023-08-16
13733,98069,2023-08-11
13733,98071,2023-08-11
13733,98072,2023-08-11
13733,98074,2023-08-11
13733,98075,2023-08-11
13733,98080,2023-08-11
13733,98082,2023-08-11
13733,98086,2023-08-11
13733,98092,2023-10-16
13733,98103,2023-08-11
13733,98104,2023-08-11
13733,98107,2023-08-11
13733,98111,2023-08-11
13733,98113,2023-08-11
13733,98114,2023-08-11
13733,98118,2023-08-11
13733,98120,2023-08-11
13733,98121,2023-08-11
13733,98122,2023-08-11
13733,98124,2023-08-11
13733,98128,2023-08-11
13733,98129,2023-08-11
13733,98130,2023-08-16
13733,98134,2023-08-11
13733,98137,2023-08-11
13733,98141,2023-08-11
13733,98142,2023-08-11
13733,98143,2023-08-11
13733,98145,2023-08-11
13733,98147,2023-08-11
13733,98148,2023-08-11
13733,98152,2023-08-16
13733,98153,2023-08-11
13733,98156,2023-08-11
13733,98159,2023-08-11
13733,98161,2023-08-11
13733,98166,2023-08-11
13733,98167,2023-08-11
13733,98171,2023-08-11
13733,98172,2023-08-11
13733,98173,2023-08-11
13733,98183,2023-08-11
13733,98188,2023-08-11
13733,98195,2023-08-11
13733,98198,2023-08-11
13733,98201,2023-08-11
13733,98205,2023-08-11
13733,98206,2023-08-11
13733,98207,2023-08-11
13733,98208,2023-08-11
13733,98214,2023-08-11
13733,98220,2023-08-11
13733,98221,2023-08-11
13733,98225,2023-08-11
13733,98226,2023-08-11
13733,98227,2023-08-11
13733,98228,2023-08-11
13733,98231,2023-08-11
13733,98236,2023-08-11
13733,98239,2023-08-11
13733,98241,2023-08-11
13733,98243,2023-08-11
13733,98245,2023-08-11
13733,98247,2023-08-16
13733,98250,2023-08-11
13733,98252,2023-08-11
13733,98260,2023-08-11
13733,98264,2023-08-11
13733,98287,2023-08-11
13733,98299,2023-08-11
13733,98314,2023-09-17
13733,98326,2023-08-11
13733,98444,2023-08-11
13733,98453,2023-08-11
13733,98458,2023-08-11
13733,98488,2023-08-17
13733,98513,2023-08-16
13733,98514,2023-08-16
13733,98576,2023-08-16
13733,98586,2023-08-11
13733,98717,2023-09-09
13733,98790,2023-10-19
13733,98795,2023-08-17
13733,98934,2023-08-10
13733,99040,2023-09-21
13733,99052,2023-08-11
13733,99053,2023-08-06
13733,99074,2023-09-21
13733,99084,2023-09-27
13733,99117,2023-09-20
13733,99148,2023-08-31
13733,99149,2023-09-18
13733,99171,2023-09-21
13733,99183,2023-09-07
13733,99195,2023-11-03
13733,99233,2023-08-28
13733,99245,2023-08-25
13733,99252,2023-09-21
13733,99263,2023-09-21
13733,99267,2023-09-22
13733,99271,2023-08-09
13733,99303,2023-08-09
13733,99309,2023-09-18
13733,99343,2023-09-21
13733,99344,2023-09-08
13733,99347,2023-08-13
13733,99351,2023-08-13
13733,99371,2023-08-25
13733,99393,2023-09-18
13733,99400,2023-09-22
13733,99407,2023-09-16
13733,99425,2023-08-21
13733,99431,2023-08-08
13733,99478,2023-09-22
13733,99488,2023-09-27
13733,99503,2023-08-13
13733,99565,2023-08-31
13733,99623,2023-09-18
13733,99625,2023-10-16
13733,99635,2023-10-30
13733,99704,2023-09-27
13733,99733,2023-08-15
13733,99738,2023-09-30
13733,99743,2023-09-25
13733,99753,2023-08-08
13733,99757,2023-10-21
13733,99865,2023-10-18
13733,99993,2023-08-24
13733,100073,2023-09-23
13733,100186,2023-09-29
13733,148001,2023-09-07
13733,148002,2023-09-07
13733,148003,2023-09-07
13733,148004,2023-09-07
13733,148005,2023-09-08
13733,148006,2023-09-08
13733,148007,2023-09-08
13733,148008,2023-09-08
13733,148009,2023-09-08
13733,148010,2023-09-08
13733,148011,2023-09-08
13733,148012,2023-09-08
13733,148013,2023-09-08
13733,148014,2023-09-08
13733,148015,2023-09-08
13733,148016,2023-09-08
13733,148017,2023-09-09
13733,148018,2023-09-09
13733,148019,2023-09-09
13733,148020,2023-09-09
13733,148021,2023-09-09
13733,148022,2023-09-09
13733,148023,2023-09-09
13733,148024,2023-09-09
13733,148025,2023-09-09
13733,148026,2023-09-09
13733,148027,2023-09-09
13733,148028,2023-09-09
13733,148029,2023-09-09
13733,148030,2023-09-09
13733,148031,2023-09-10
13733,148032,2023-09-10
13733,148033,2023-09-10
13733,148034,2023-09-10
13733,148035,2023-09-10
13733,148036,2023-09-10
13733,148037,2023-09-10
13733,148038,2023-09-10
13733,148039,2023-09-11
13733,148040,2023-09-11
13733,148041,2023-09-11
13733,148042,2023-09-11
13733,148043,2023-09-11
13733,148044,2023-09-11
13733,148045,2023-09-11
13733,148046,2023-09-12
13733,148047,2023-09-12
13733,148048,2023-09-12
13733,148049,2023-09-12
13733,148050,2023-09-12
13733,148051,2023-09-12
13733,148052,2023-09-13
13733,148053,2023-09-12
13733,148054,2023-09-12
13733,148055,2023-09-12
13733,148056,2023-09-13
13733,148057,2023-09-13
13733,148058,2023-09-13
13733,148059,2023-09-13
13733,148060,2023-09-13
13733,148061,2023-09-13
13733,148062,2023-09-14
13733,148063,2023-09-14
13733,148064,2023-09-14
13733,148065,2023-09-14
13733,148066,2023-09-14
13733,148067,2023-09-14
13733,148068,2023-09-14
13733,148069,2023-09-14
13733,148070,2023-09-14
13733,148071,2023-09-14
13733,148153,2023-09-25
13733,148251,2023-09-10
13733,148252,2023-09-10
13733,148253,2023-09-10
13733,148254,2023-09-10
13733,148255,2023-09-10
13733,148256,2023-09-10
13733,148257,2023-09-10
13733,148258,2023-09-10
13733,148259,2023-09-11
13733,148260,2023-09-11
13733,148261,2023-09-11
13733,148262,2023-09-11
13733,148263,2023-09-11
13733,148264,2023-09-11
13733,148265,2023-09-11
13733,148266,2023-09-11
13733,148267,2023-09-11
13733,148268,2023-09-11
13733,148269,2023-09-11
13733,148270,2023-09-11
13733,148271,2023-09-11
13733,148272,2023-09-11
13733,148273,2023-09-11
13733,148274,2023-09-12
13733,148275,2023-09-12
13733,148314,2023-09-30
13733,881901,2023-09-12
13733,881902,2023-09-12
13733,881903,2023-09-12
13733,881904,2023-09-12
13733,881905,2023-09-12
13733,881906,2023-09-12
13733,881907,2023-09-12
13733,881908,2023-09-12
13733,881909,2023-09-12
13733,881910,2023-09-12
13733,881911,2023-09-12
13733,881912,2023-09-12
13733,881913,2023-09-12
13733,881914,2023-09-12
13733,881915,2023-09-12
13733,881916,2023-09-12
13733,881917,2023-09-13
13733,881918,2023-09-13
13733,881919,2023-09-13
13733,881920,2023-09-13
13733,881921,2023-09-13
13733,881922,2023-09-13
13733,881923,2023-09-14
13733,881924,2023-09-14
13733,881925,2023-09-14
13733,911160,2023-08-07
13733,911161,2023-08-07
13733,911162,2023-08-07
13733,911163,2023-08-07
13733,911164,2023-08-07
13733,911165,2023-08-08
13733,911166,2023-08-07
13733,911167,2023-08-07
13733,911168,2023-08-07
13733,911169,2023-08-07
13733,911170,2023-08-07
13733,911171,2023-08-07
13733,911172,2023-08-08
13733,911173,2023-08-08
13733,911174,2023-08-08
13733,911175,2023-08-08
13733,911176,2023-08-09
13733,911177,2023-08-09
13733,911178,2023-08-09
13733,911179,2023-08-09
13733,911180,2023-08-09
13733,911181,2023-08-09
13733,911182,2023-08-09
13733,911183,2023-08-09
13733,911184,2023-08-09
13733,911185,2023-08-09
13733,911186,2023-08-09
13733,911187,2023-08-09
13733,911188,2023-08-09
13733,911189,2023-08-09
13733,911190,2023-08-10
13733,911191,2023-08-10
13733,911192,2023-08-10
13733,911193,2023-08-10
13733,911194,2023-08-10
13733,911195,2023-08-10
13733,911196,2023-08-10
13733,911197,2023-08-10
13733,911198,2023-08-11
13733,911199,2023-08-11
13733,911200,2023-08-11
13733,911201,2023-08-11
13733,911202,2023-08-12
13733,911203,2023-08-12
13733,911204,2023-08-12
13733,911205,2023-08-12
13733,911206,2023-08-12
13733,911207,2023-08-12
13733,911208,2023-08-12
13733,911209,2023-08-12
13733,911210,2023-08-12
13733,911211,2023-08-12
13733,911212,2023-08-12
13733,911213,2023-08-12
13733,911214,2023-08-12
13733,911215,2023-08-12
13733,911216,2023-08-12
13733,911217,2023-08-13
13733,911218,2023-08-13
13733,911219,2023-08-13
13733,911220,2023-08-13
13733,911221,2023-08-13
13733,911222,2023-08-13
13733,911223,2023-08-13
13733,911224,2023-08-13
13733,911225,2023-08-14
13733,911226,2023-08-14
13733,911227,2023-08-14
13733,911228,2023-08-14
13733,911229,2023-08-14
13733,911230,2023-08-14
13733,911231,2023-08-14
13733,911232,2023-08-14
13733,911233,2023-08-14
13733,911234,2023-08-14
13733,911235,2023-08-14
13733,911236,2023-08-14
13733,911237,2023-08-15
13733,911238,2023-08-15
13733,911239,2023-08-15
13733,911240,2023-08-15
13733,911241,2023-08-15
13733,911242,2023-08-15
13733,911243,2023-08-15
13733,911244,2023-08-15
13733,911245,2023-08-15
13733,911246,2023-08-15
13733,911247,2023-08-15
13733,911248,2023-08-15
13733,911249,2023-08-15
13733,911250,2023-08-15
13733,911251,2023-08-15
13733,911252,2023-08-16
13733,911253,2023-08-16
13733,911254,2023-08-15
13733,911255,2023-08-16
13733,911256,2023-08-16
13733,911257,2023-08-16
13733,911258,2023-08-16
13733,911259,2023-08-16
13733,911260,2023-08-16
13733,911261,2023-08-16
13733,911262,2023-08-16
13733,911263,2023-08-16
13733,911264,2023-08-16
13733,911265,2023-08-16
13733,911266,2023-08-16
13733,911267,2023-08-16
13733,911268,2023-08-16
13733,911269,2023-08-16
13733,911270,2023-08-16
13733,911271,2023-08-16
13733,911272,2023-08-17
13733,911273,2023-08-17
13733,911274,2023-08-17
13733,911275,2023-08-17
13733,911276,2023-08-17
13733,911277,2023-08-17
13733,911278,2023-08-17
13733,911279,2023-08-17
13733,911280,2023-08-17
13733,911281,2023-08-18
13733,911282,2023-08-18
13733,911283,2023-08-18
13733,911284,2023-08-18
13733,911285,2023-08-18
13733,911286,2023-08-18
13733,911287,2023-08-18
13733,911288,2023-08-18
13733,911289,2023-08-18
13733,911290,2023-08-18
13733,911291,2023-08-18
13733,911292,2023-08-18
13733,911293,2023-08-18
13733,911294,2023-08-19
13733,911295,2023-08-19
13733,911296,2023-08-19
13733,911297,2023-08-19
13733,911298,2023-08-19
13733,911299,2023-08-19
13733,911300,2023-08-19
13733,911301,2023-08-19
13733,911303,2023-08-19
13733,911304,2023-08-19
13733,911305,2023-08-19
13733,911306,2023-08-20
13733,911307,2023-08-19
13733,911308,2023-08-20
13733,911309,2023-08-20
13733,911310,2023-08-20
13733,911311,2023-08-20
13733,911312,2023-08-20
13733,911313,2023-08-20
13733,911314,2023-08-20
13733,911315,2023-08-20
13733,911316,2023-08-20
13733,911317,2023-08-20
13733,911318,2023-08-20
13733,911319,2023-08-20
13733,911320,2023-08-20
13733,911321,2023-08-20
13733,911322,2023-08-21
13733,911323,2023-08-21
13733,911324,2023-08-21
13733,911325,2023-08-21
13733,911326,2023-08-21
13733,911327,2023-08-21
13733,911328,2023-08-21
13733,911329,2023-08-21
13733,911330,2023-08-21
13733,911331,2023-08-21
13733,911332,2023-08-21
13733,911333,2023-08-21
13733,911334,2023-08-21
13733,911335,2023-08-21
13733,911336,2023-08-21
13733,911337,2023-08-22
13733,911338,2023-08-22
13733,911339,2023-08-22
13733,911340,2023-08-22
13733,911341,2023-08-22
13733,911342,2023-08-22
13733,911343,2023-08-22
13733,911344,2023-08-22
13733,911345,2023-08-22
13733,911346,2023-08-23
13733,911347,2023-08-23
13733,911348,2023-08-23
13733,911349,2023-08-23
13733,911350,2023-08-23
13733,911351,2023-08-23
13733,911352,2023-08-24
13733,911353,2023-08-24
13733,911354,2023-08-24
13733,911355,2023-08-24
13733,911356,2023-08-24
13733,911357,2023-08-24
13733,911358,2023-08-24
13733,911359,2023-08-24
13733,911360,2023-08-24
13733,911361,2023-08-24
13733,911362,2023-08-25
13733,911363,2023-08-25
13733,911364,2023-08-25
13733,911365,2023-08-25
13733,911366,2023-08-25
13733,911367,2023-08-25
13733,911368,2023-08-25
13733,911369,2023-08-25
13733,911370,2023-08-25
13733,911371,2023-08-25
13733,911372,2023-08-26
13733,911373,2023-08-26
13733,911374,2023-08-26
13733,911375,2023-08-26
13733,911376,2023-08-26
13733,911377,2023-08-26
13733,911378,2023-08-26
13733,911379,2023-08-26
13733,911380,2023-08-26
13733,911381,2023-08-26
13733,911382,2023-08-26
13733,911383,2023-08-26
13733,911384,2023-08-27
13733,911385,2023-08-27
13733,911386,2023-08-27
13733,911387,2023-08-27
13733,911388,2023-08-27
13733,911389,2023-08-27
13733,911390,2023-08-27
13733,911391,2023-08-27
13733,911392,2023-08-27
13733,911393,2023-08-27
13733,911394,2023-08-28
13733,911395,2023-08-28
13733,911396,2023-08-28
13733,911397,2023-08-28
13733,911398,2023-08-28
13733,911399,2023-08-28
13733,911400,2023-08-28
13733,911401,2023-08-28
13733,911402,2023-08-28
13733,911403,2023-08-28
13733,911404,2023-08-28
13733,911405,2023-08-28
13733,911406,2023-08-28
13733,911407,2023-08-28
13733,911408,2023-08-28
13733,911409,2023-08-29
13733,911410,2023-08-29
13733,911411,2023-08-29
13733,911412,2023-08-29
13733,911413,2023-08-29
13733,911414,2023-08-29
13733,911415,2023-08-29
13733,911416,2023-08-29
13733,911417,2023-08-29
13733,911418,2023-08-29
13733,911419,2023-08-29
13733,911420,2023-08-29
13733,911421,2023-08-29
13733,911422,2023-08-29
13733,911423,2023-08-29
13733,911424,2023-08-29
13733,911425,2023-08-30
13733,911426,2023-08-30
13733,911427,2023-08-30
13733,911428,2023-08-30
13733,911429,2023-08-30
13733,911430,2023-08-30
13733,911431,2023-08-30
13733,911432,2023-08-30
13733,911433,2023-08-30
13733,911434,2023-08-30
13733,911435,2023-08-30
13733,911436,2023-08-30
13733,911437,2023-08-30
13733,911438,2023-08-30
13733,911439,2023-08-31
13733,911440,2023-08-31
13733,911441,2023-08-31
13733,911442,2023-08-31
13733,911443,2023-08-31
13733,911444,2023-08-31
13733,911445,2023-08-31
13733,911446,2023-08-31
13733,911447,2023-08-31
13733,911448,2023-08-31
13733,911449,2023-08-31
13733,911450,2023-08-31
13733,911451,2023-09-01
13733,911452,2023-09-01
13733,911453,2023-09-01
13733,911454,2023-09-01
13733,911455,2023-09-01
13733,911456,2023-09-01
13733,911457,2023-09-01
13733,911458,2023-09-01
13733,911459,2023-09-01
13733,911460,2023-09-01
13733,911461,2023-09-01
13733,911462,2023-09-02
13733,911463,2023-09-02
13733,911464,2023-09-02
13733,911465,2023-09-02
13733,911466,2023-09-02
13733,911467,2023-09-02
13733,911468,2023-09-02
13733,911469,2023-09-02
13733,911470,2023-09-02
13733,911471,2023-09-02
13733,911472,2023-09-02
13733,911473,2023-09-02
13733,911474,2023-09-02
13733,911475,2023-09-02
13733,911476,2023-09-02
13733,911477,2023-09-02
13733,911478,2023-09-02
13733,911479,2023-09-03
13733,911480,2023-09-03
13733,911481,2023-09-03
13733,911482,2023-09-03
13733,911483,2023-09-03
13733,911484,2023-09-03
13733,911485,2023-09-03
13733,911486,2023-09-03
13733,911487,2023-09-03
13733,911488,2023-09-03
13733,911489,2023-09-03
13733,911490,2023-09-03
13733,911491,2023-09-03
13733,911492,2023-09-03
13733,911493,2023-09-03
13733,911494,2023-09-03
13733,911495,2023-09-03
13733,911496,2023-09-03
13733,911497,2023-09-04
13733,911498,2023-09-04
13733,911499,2023-09-04
13733,911500,2023-09-04
13733,936014,2023-08-07
13733,936015,2023-08-07
13733,936016,2023-08-07
13733,936017,2023-08-07
13733,936018,2023-08-07
13733,936019,2023-08-07
13733,936020,2023-08-07
13733,936021,2023-08-07
13733,936022,2023-08-07
13733,936026,2023-08-07
13733,936027,2023-08-07
13733,936028,2023-08-07
13733,936029,2023-08-07
13733,936030,2023-08-07
13733,936031,2023-08-07
13733,936032,2023-08-07
13733,936033,2023-08-07
13733,936034,2023-08-07
13733,936035,2023-08-07
13733,936036,2023-08-07
13733,936037,2023-08-07
13733,936038,2023-08-07
13733,936039,2023-08-07
13733,936040,2023-08-07
13733,936041,2023-08-07
13733,936042,2023-08-08
13733,936043,2023-08-07
13733,936044,2023-08-08
13733,936045,2023-08-08
13733,936046,2023-08-08
13733,936047,2023-08-08
13733,936048,2023-08-08
13733,936049,2023-08-08
13733,936050,2023-08-08
13733,936051,2023-08-08
13733,936052,2023-08-08
13733,936053,2023-08-09
13733,936054,2023-08-09
13733,936055,2023-08-09
13733,936056,2023-08-09
13733,936057,2023-08-09
13733,936058,2023-08-09
13733,936059,2023-08-09
13733,936060,2023-08-09
13733,936061,2023-08-09
13733,936062,2023-08-09
13733,936063,2023-08-09
13733,936064,2023-08-09
13733,936065,2023-08-09
13733,936066,2023-08-10
13733,936067,2023-08-10
13733,936068,2023-08-10
13733,936069,2023-08-10
13733,936070,2023-08-10
13733,936071,2023-08-10
13733,936072,2023-08-10
13733,936073,2023-08-10
13733,936074,2023-08-10
13733,936075,2023-08-10
13733,936076,2023-08-10
13733,936077,2023-08-10
13733,936078,2023-08-11
13733,936079,2023-08-11
13733,936080,2023-08-11
13733,936081,2023-08-11
13733,936082,2023-08-11
13733,936083,2023-08-11
13733,936084,2023-08-11
13733,936085,2023-08-11
13733,936086,2023-08-11
13733,936087,2023-08-11
13733,936088,2023-08-11
13733,936089,2023-08-11
13733,936090,2023-08-11
13733,936091,2023-08-11
13733,936092,2023-08-11
13733,936093,2023-08-11
13733,936094,2023-08-11
13733,936095,2023-08-11
13733,936096,2023-08-11
13733,936097,2023-08-11
13733,936098,2023-08-12
13733,936099,2023-08-12
13733,936100,2023-08-12
13733,936101,2023-08-12
13733,936102,2023-08-12
13733,936103,2023-08-12
13733,936104,2023-08-12
13733,936105,2023-08-12
13733,936106,2023-08-12
13733,936107,2023-08-12
13733,936108,2023-08-12
13733,936109,2023-08-13
13733,936110,2023-08-13
13733,936111,2023-08-13
13733,936112,2023-08-13
13733,936113,2023-08-13
13733,936114,2023-08-13
13733,936115,2023-08-13
13733,936116,2023-08-13
13733,936117,2023-08-13
13733,936118,2023-08-13
13733,936119,2023-08-13
13733,936120,2023-08-14
13733,936121,2023-08-14
13733,936122,2023-08-14
13733,936123,2023-08-14
13733,936124,2023-08-14
13733,936125,2023-08-14
13733,936126,2023-08-14
13733,936127,2023-08-14
13733,936128,2023-08-14
13733,936129,2023-08-14
13733,936130,2023-08-14
13733,936131,2023-08-14
13733,936132,2023-08-14
13733,936133,2023-08-14
13733,936134,2023-08-14
13733,936135,2023-08-15
13733,936136,2023-08-15
13733,936137,2023-08-15
13733,936138,2023-08-15
13733,936139,2023-08-15
13733,936140,2023-08-15
13733,936141,2023-08-15
13733,936142,2023-08-15
13733,936143,2023-08-15
13733,936144,2023-08-15
13733,936145,2023-08-16
13733,936146,2023-08-16
13733,936147,2023-08-16
13733,936148,2023-08-16
13733,936149,2023-08-16
13733,936150,2023-08-16
13733,936151,2023-08-16
13733,936152,2023-08-16
13733,936153,2023-08-16
13733,936154,2023-08-16
13733,936155,2023-08-16
13733,936156,2023-08-16
13733,936157,2023-08-16
13733,936158,2023-08-16
13733,936159,2023-08-17
13733,936160,2023-08-17
13733,936161,2023-08-17
13733,936162,2023-08-17
13733,936163,2023-08-17
13733,936164,2023-08-17
13733,936165,2023-08-17
13733,936166,2023-08-17
13733,936167,2023-08-17
13733,936168,2023-08-17
13733,936169,2023-08-18
13733,936170,2023-08-18
13733,936171,2023-08-18
13733,936172,2023-08-18
13733,936173,2023-08-18
13733,936174,2023-08-18
13733,936175,2023-08-18
13733,936176,2023-08-18
13733,936177,2023-08-18
13733,936178,2023-08-18
13733,936179,2023-08-18
13733,936180,2023-08-18
13733,936181,2023-08-19
13733,936182,2023-08-19
13733,936183,2023-08-19
13733,936184,2023-08-19
13733,936185,2023-08-19
13733,936186,2023-08-19
13733,936187,2023-08-19
13733,936188,2023-08-19
13733,936189,2023-08-20
13733,936190,2023-08-20
13733,936191,2023-08-20
13733,936192,2023-08-20
13733,936193,2023-08-20
13733,936194,2023-08-20
13733,936195,2023-08-20
13733,936196,2023-08-20
13733,936197,2023-08-20
13733,936198,2023-08-20
13733,936199,2023-08-20
13733,936200,2023-08-20
13733,936201,2023-08-20
13733,936202,2023-08-20
13733,936203,2023-08-20
13733,936204,2023-08-21
13733,936205,2023-08-21
13733,936206,2023-08-21
13733,936207,2023-08-21
13733,936208,2023-08-21
13733,936209,2023-08-21
13733,936210,2023-08-21
13733,936211,2023-08-21
13733,936212,2023-08-21
13733,936213,2023-08-21
13733,936214,2023-08-21
13733,936215,2023-08-21
13733,936216,2023-08-21
13733,936217,2023-08-21
13733,936218,2023-08-21
13733,936219,2023-08-22
13733,936220,2023-08-22
13733,936221,2023-08-22
13733,936222,2023-08-22
13733,936223,2023-08-22
13733,936224,2023-08-22
13733,936225,2023-08-22
13733,936226,2023-08-22
13733,936227,2023-08-22
13733,936228,2023-08-22
13733,936229,2023-08-22
13733,936230,2023-08-22
13733,936231,2023-08-22
13733,936232,2023-08-22
13733,936233,2023-08-22
13733,936234,2023-08-22
13733,936235,2023-08-22
13733,936236,2023-08-22
13733,936237,2023-08-23
13733,936238,2023-08-23
13733,936239,2023-08-24
13733,936240,2023-08-23
13733,936241,2023-08-23
13733,936242,2023-08-23
13733,936243,2023-08-23
13733,936244,2023-08-23
13733,936245,2023-08-23
13733,936246,2023-08-23
13733,936247,2023-08-23
13733,936248,2023-08-24
13733,936249,2023-08-24
13733,936250,2023-08-24
13733,936251,2023-08-24
13733,936252,2023-08-24
13733,936253,2023-08-24
13733,936254,2023-08-24
13733,936255,2023-08-24
13733,936256,2023-08-24
13733,936257,2023-08-24
13733,936258,2023-08-24
13733,936259,2023-08-24
13733,936260,2023-08-24
13733,936261,2023-08-24
13733,936262,2023-08-24
13733,936263,2023-08-24
13733,936264,2023-08-24
13733,936265,2023-08-25
13733,936266,2023-08-25
13733,936267,2023-08-25
13733,936268,2023-08-25
13733,936269,2023-08-25
13733,936270,2023-08-25
13733,936271,2023-08-25
13733,936272,2023-08-25
13733,936273,2023-08-25
13733,936274,2023-08-25
13733,936275,2023-08-25
13733,936276,2023-08-25
13733,936277,2023-08-25
13733,936278,2023-08-25
13733,936279,2023-08-25
13733,936280,2023-08-25
13733,936281,2023-08-25
13733,936282,2023-08-25
13733,936283,2023-08-25
13733,936284,2023-08-25
13733,936285,2023-08-25
13733,936286,2023-08-25
13733,936287,2023-08-25
13733,936288,2023-08-26
13733,936289,2023-08-26
13733,936290,2023-08-26
13733,936291,2023-08-26
13733,936292,2023-08-26
13733,936293,2023-08-26
13733,936294,2023-08-26
13733,936295,2023-08-26
13733,936296,2023-08-26
13733,936297,2023-08-26
13733,936298,2023-08-26
13733,936299,2023-08-26
13733,936300,2023-08-26
13733,936302,2023-08-27
13733,936303,2023-08-27
13733,936304,2023-08-27
13733,936305,2023-08-27
13733,936306,2023-08-27
13733,936307,2023-08-27
13733,936308,2023-08-27
13733,936309,2023-08-27
13733,936310,2023-08-27
13733,936311,2023-08-27
13733,936312,2023-08-27
13733,936313,2023-08-28
13733,936314,2023-08-28
13733,936315,2023-08-28
13733,936316,2023-08-28
13733,936317,2023-08-28
13733,936318,2023-08-28
13733,936319,2023-08-28
13733,936320,2023-08-28
13733,936321,2023-08-28
13733,936322,2023-08-28
13733,936323,2023-08-28
13733,936324,2023-08-28
13733,936325,2023-08-28
13733,936326,2023-08-28
13733,936327,2023-08-28
13733,936328,2023-08-29
13733,936329,2023-08-29
13733,936330,2023-08-29
13733,936331,2023-08-29
13733,936332,2023-08-29
13733,936333,2023-08-29
13733,936334,2023-08-29
13733,936335,2023-08-29
13733,936336,2023-08-29
13733,936337,2023-08-29
13733,936338,2023-08-29
13733,936339,2023-08-29
13733,936340,2023-08-29
13733,936341,2023-08-29
13733,936342,2023-08-30
13733,936343,2023-08-29
13733,936344,2023-08-30
13733,936345,2023-08-30
13733,936346,2023-08-30
13733,936347,2023-08-30
13733,936348,2023-08-30
13733,936349,2023-08-30
13733,936350,2023-08-30
13733,936351,2023-08-30
13733,936352,2023-08-30
13733,936353,2023-08-30
13733,936354,2023-08-30
13733,936355,2023-08-30
13733,936356,2023-08-30
13733,936357,2023-08-30
13733,936358,2023-08-30
13733,936359,2023-08-31
13733,936360,2023-08-31
13733,936361,2023-08-31
13733,936362,2023-08-31
13733,936363,2023-08-31
13733,936364,2023-08-31
13733,936365,2023-09-01
13733,936366,2023-08-31
13733,936367,2023-08-31
13733,936368,2023-08-31
13733,936369,2023-08-31
13733,936370,2023-08-31
13733,936371,2023-08-31
13733,936372,2023-08-31
13733,936373,2023-08-31
13733,936374,2023-08-31
13733,936375,2023-08-31
13733,936376,2023-08-31
13733,936377,2023-09-01
13733,936378,2023-09-01
13733,936379,2023-09-01
13733,936380,2023-09-01
13733,936381,2023-09-01
13733,936382,2023-09-01
13733,936384,2023-09-01
13733,936385,2023-09-01
13733,936386,2023-09-01
13733,936387,2023-09-01
13733,936388,2023-09-01
13733,936389,2023-09-01
13733,936390,2023-09-01
13733,936391,2023-09-01
13733,936392,2023-09-02
13733,936393,2023-09-02
13733,936394,2023-09-02
13733,936395,2023-09-02
13733,936396,2023-09-02
13733,936397,2023-09-02
13733,936398,2023-09-02
13733,936399,2023-09-02
13733,936400,2023-09-02
13733,936401,2023-09-02
13733,936402,2023-09-02
13733,936403,2023-09-02
13733,936404,2023-09-02
13733,936405,2023-09-02
13733,936406,2023-09-02
13733,936407,2023-09-03
13733,936408,2023-09-03
13733,936409,2023-09-04
13733,936410,2023-09-03
13733,936411,2023-09-03
13733,936412,2023-09-03
13733,936413,2023-09-03
13733,936414,2023-09-03
13733,936415,2023-09-03
13733,936416,2023-09-03
13733,936417,2023-09-03
13733,936418,2023-09-03
13733,936419,2023-09-04
13733,936420,2023-09-04
13733,936421,2023-09-04
13733,936422,2023-09-04
13733,936423,2023-09-04
13733,936424,2023-09-05
13733,936425,2023-09-05
13733,936426,2023-09-04
